estimulo_num,estimulo_label,stim_start_ms,stim_end_ms,tiempo_reaccion_ms,num_fijaciones,duracion_primera_fijacion_ms,duracion_promedio_fijaciones_ms,estado,archivo
2,P2 (Sup-Cen),2500.0,4500.0,-133.33300000000008,2,966.6660000000002,649.9994999999999,anticipación,Venegas_intento_2_data
3,P3 (Sup-Der),4500.0,6500.0,466.66700000000037,2,500.0,716.6670000000004,reacción_lenta,Venegas_intento_2_data
4,P4 (Med-Izq),6500.0,8500.0,633.3329999999996,3,266.6670000000004,577.7780000000004,reacción_lenta,Venegas_intento_2_data
5,P5 (Med-Cen),8500.0,10500.0,33.33300000000054,2,1233.333999999999,866.6669999999995,reacción_rápida,Venegas_intento_2_data
6,P6 (Med-Der),10500.0,12500.0,100.0,1,1900.0,1900.0,reacción_rápida,Venegas_intento_2_data
7,P7 (Inf-Izq),12500.0,14500.0,200.0,2,600.0,816.6665000000002,reacción_normal,Venegas_intento_2_data
8,P8 (Inf-Cen),14500.0,16500.0,266.66699999999946,2,1933.3330000000003,1483.3330000000003,reacción_normal,Venegas_intento_2_data
9,P9 (Inf-Der),16500.0,18500.0,500.0,2,633.3329999999987,1283.3329999999996,reacción_lenta,Venegas_intento_2_data
1,P1 (Sup-Izq),500.0,2500.0,533.3330000000001,2,1200.0,866.6665,reacción_lenta,Venegas_intento_5_data
2,P2 (Sup-Cen),2500.0,4500.0,-100.0,3,533.3330000000001,811.111,anticipación,Venegas_intento_5_data
3,P3 (Sup-Der),4500.0,6500.0,-33.33299999999963,1,1400.0,1400.0,anticipación_leve,Venegas_intento_5_data
4,P4 (Med-Izq),6500.0,8500.0,400.0,2,1100.0,883.3334999999997,reacción_lenta,Venegas_intento_5_data
5,P5 (Med-Cen),8500.0,10500.0,-66.66699999999946,2,666.6669999999995,483.33349999999973,anticipación,Venegas_intento_5_data
6,P6 (Med-Der),10500.0,12500.0,100.0,1,1000.0,1000.0,reacción_rápida,Venegas_intento_5_data
7,P7 (Inf-Izq),12500.0,14500.0,,1,,933.3330000000004,sin_respuesta,Venegas_intento_5_data
8,P8 (Inf-Cen),14500.0,16500.0,933.3330000000005,3,266.66699999999946,544.4443333333335,reacción_lenta,Venegas_intento_5_data
9,P9 (Inf-Der),16500.0,18500.0,200.0,2,500.0,466.66650000000027,reacción_normal,Venegas_intento_5_data
1,P1 (Sup-Izq),500.0,2500.0,,2,,583.3330000000001,sin_respuesta,Venegas_intento_4_data
2,P2 (Sup-Cen),2500.0,4500.0,-100.0,1,900.0,900.0,anticipación,Venegas_intento_4_data
3,P3 (Sup-Der),4500.0,6500.0,866.6670000000004,2,333.33299999999963,466.6664999999998,reacción_lenta,Venegas_intento_4_data
4,P4 (Med-Izq),6500.0,8500.0,166.66700000000037,3,533.3329999999996,422.22233333333344,reacción_normal,Venegas_intento_4_data
5,P5 (Med-Cen),8500.0,10500.0,,0,,,sin_respuesta,Venegas_intento_4_data
6,P6 (Med-Der),10500.0,12500.0,100.0,2,633.3330000000005,500.0,reacción_rápida,Venegas_intento_4_data
7,P7 (Inf-Izq),12500.0,14500.0,300.0,1,733.3330000000005,733.3330000000005,reacción_normal,Venegas_intento_4_data
8,P8 (Inf-Cen),14500.0,16500.0,233.33300000000054,2,800.0,533.3335000000006,reacción_normal,Venegas_intento_4_data
9,P9 (Inf-Der),16500.0,18500.0,-200.0,3,266.6670000000013,400.0003333333346,anticipación,Venegas_intento_4_data
1,P1 (Sup-Izq),500.0,2500.0,766.6669999999999,1,333.3330000000001,333.3330000000001,reacción_lenta,Venegas_intento_3_data
2,P2 (Sup-Cen),2500.0,4500.0,266.6669999999999,1,833.3330000000001,833.3330000000001,reacción_normal,Venegas_intento_3_data
3,P3 (Sup-Der),4500.0,6500.0,,1,,433.3340000000008,sin_respuesta,Venegas_intento_3_data
4,P4 (Med-Izq),6500.0,8500.0,33.33299999999963,3,266.6670000000004,700.0003333333337,reacción_rápida,Venegas_intento_3_data
5,P5 (Med-Cen),8500.0,10500.0,,2,,850.0000000000005,sin_respuesta,Venegas_intento_3_data
6,P6 (Med-Der),10500.0,12500.0,533.3330000000005,2,666.6669999999995,600.0,reacción_lenta,Venegas_intento_3_data
7,P7 (Inf-Izq),12500.0,14500.0,,1,,1166.6669999999997,sin_respuesta,Venegas_intento_3_data
8,P8 (Inf-Cen),14500.0,16500.0,-100.0,1,1166.6669999999997,1166.6669999999997,anticipación,Venegas_intento_3_data
9,P9 (Inf-Der),16500.0,18500.0,,1,,500.0,sin_respuesta,Venegas_intento_3_data
