participante,video,ms_vmax,std_saccade_amplitude,std_saccade_peak_velocity,ms_c,mean_fixation_duration,mean_saccade_duration,mean_saccade_q_ratio
Victor,Victor_9_puntos_intento_6,598.0583393382291,4.7161964405364625,91.89536612002301,10.19943692468155,0.05089833828996286,0.018470201492537284,1.0953749942634177
Victor,Victor_9_puntos_intento_7,629.5961957452645,4.465395315111445,92.98087565746314,11.948088368656501,0.04377109764309761,0.01902351515151518,1.0875293484528197
Victor,Victor_9_puntos_intento_8,664.2606088404403,4.275994457613092,92.10063686775312,12.356182299441008,0.05027988059701485,0.019381992509363354,1.0760275350374815
Victor,Victor_9_puntos_intento_9,638.9534155998081,3.8029074757723365,91.92624636274886,11.481842802100795,0.04428492905405402,0.01872182770270273,1.0978188127856177
Vielma,Vielma_9_puntos_intento_10,606.8960957064421,3.9714795207821565,95.19824545800766,13.706902631614344,0.019241676399026776,0.026051791262135904,1.199461034985164
Vielma,Vielma_9_puntos_intento_1,499.89022272412774,5.178507246292768,115.54852634065523,8.830109726477378,0.025347227777777852,0.026435180555555486,1.1945265950084867
Vielma,Vielma_9_puntos_intento_2,642.4986850090588,6.445190473270852,145.47792872436065,11.354964375123188,0.03291277287066242,0.025920034700315488,1.200991561745538
Vielma,Vielma_9_puntos_intento_3,710.8922852872428,5.107952542319101,118.42222850673224,15.607654291370324,0.02376870184696567,0.025350865789473716,1.1989962089515673
Vielma,Vielma_9_puntos_intento_4,626.8468918804138,4.635924813326026,103.3288908381134,12.734042981590552,0.02739069672131143,0.023565587431694034,1.1506208835603908
Vielma,Vielma_9_puntos_intento_5,706.6611886878184,4.160209246402433,109.70024000070477,15.537832794362718,0.02429454497354504,0.024977999999999924,1.1733233235291671
Vielma,Vielma_9_puntos_intento_6,719.5881189150685,4.806023288018687,104.94825247530571,16.81575940698057,0.022378519181585697,0.025298378516624014,1.1785225752115045
Vielma,Vielma_9_puntos_intento_7,530.718121384857,5.199448962253721,106.50909727046124,10.204135614277845,0.02557392837465565,0.025803482093663902,1.178091512626635
Vielma,Vielma_9_puntos_intento_8,660.4718555408085,4.579827538822784,125.45632159899309,13.255299353255959,0.023845122282608697,0.02673892140921409,1.2242794100622276
Vielma,Vielma_9_puntos_intento_9,746.4947052306267,5.793123568634135,140.42959346738954,17.24950460479949,0.019494416452442237,0.028427606683804545,1.2353904125790456
