
1764871012.4727,14.1004,960,900,423
1764871012.5075,14.1352,960,900,424
1764871012.5391,14.1668,960,900,425
1764871012.5711,14.1988,960,900,426
1764871012.6071,14.2347,960,900,427
1764871012.6399,14.2675,960,900,428
1764871012.6711,14.2988,960,900,429
1764871012.7078,14.3355,960,900,430
1764871012.7390,14.3667,960,900,431
1764871012.7719,14.3996,960,900,432
1764871012.8069,14.4345,960,900,433
1764871012.8399,14.4676,960,900,434
1764871012.8713,14.4989,960,900,435
1764871012.9078,14.5354,960,900,436
1764871012.9389,14.5666,960,900,437
1764871012.9720,14.5997,960,900,438
1764871013.0073,14.6350,960,900,439
1764871013.0397,14.6673,960,900,440
1764871013.0731,14.7008,960,900,441
1764871013.1078,14.7354,960,900,442
1764871013.1393,14.7669,960,900,443
1764871013.1729,14.8005,960,900,444
1764871013.2073,14.8350,960,900,445
1764871013.2391,14.8668,960,900,446
1764871013.2713,14.8989,960,900,447
1764871013.3075,14.9351,960,900,448
1764871013.3398,14.9675,960,900,449
1764871013.3731,15.0008,960,900,450
1764871013.4077,15.0354,960,900,451
1764871013.4395,15.0672,960,900,452
1764871013.4735,15.1012,960,900,453
1764871013.5070,15.1347,960,900,454
1764871013.5396,15.1672,960,900,455
1764871013.5738,15.2014,960,900,456
1764871013.6071,15.2347,960,900,457
1764871013.6391,15.2667,960,900,458
1764871013.6729,15.3006,960,900,459
1764871013.7071,15.3348,960,900,460
1764871013.7389,15.3665,960,900,461
1764871013.7718,15.3995,960,900,462
1764871013.8080,15.4356,960,900,463
1764871013.8396,15.4672,960,900,464
1764871013.8735,15.5011,960,900,465
1764871013.9080,15.5356,960,900,466
1764871013.9399,15.5676,960,900,467
1764871013.9709,15.5985,960,900,468
1764871014.0071,15.6347,960,900,469
1764871014.0397,15.6674,960,900,470
1764871014.0736,15.7012,960,900,471
1764871014.1070,15.7347,960,900,472
1764871014.1391,15.7667,960,900,473
1764871014.1719,15.7995,960,900,474
1764871014.2077,15.8354,960,900,475
1764871014.2399,15.8676,960,900,476
1764871014.2731,15.9008,960,900,477
1764871014.3077,15.9354,960,900,478
1764871014.3391,15.9668,960,900,479
1764871014.3717,15.9994,1600,900,480
1764871014.4077,16.0354,1600,900,481
1764871014.4406,16.0683,1600,900,482
1764871014.4734,16.1010,1600,900,483
1764871014.5078,16.1354,1600,900,484
1764871014.5391,16.1667,1600,900,485
1764871014.5733,16.2010,1600,900,486
1764871014.6077,16.2354,1600,900,487
1764871014.6398,16.2675,1600,900,488
1764871014.6708,16.2985,1600,900,489
1764871014.7079,16.3355,1600,900,490
1764871014.7395,16.3671,1600,900,491
1764871014.7737,16.4013,1600,900,492
1764871014.8073,16.4349,1600,900,493
1764871014.8399,16.4675,1600,900,494
1764871014.8738,16.5015,1600,900,495
1764871014.9074,16.5351,1600,900,496
1764871014.9400,16.5676,1600,900,497
1764871014.9741,16.6018,1600,900,498
1764871015.0077,16.6354,1600,900,499
1764871015.0399,16.6675,1600,900,500
1764871015.0710,16.6987,1600,900,501
1764871015.1079,16.7355,1600,900,502
1764871015.1398,16.7675,1600,900,503
1764871015.1738,16.8015,1600,900,504
1764871015.2079,16.8355,1600,900,505
1764871015.2400,16.8677,1600,900,506
1764871015.2732,16.9008,1600,900,507
1764871015.3075,16.9352,1600,900,508
1764871015.3395,16.9671,1600,900,509
1764871015.3737,17.0014,1600,900,510
1764871015.4070,17.0346,1600,900,511
1764871015.4395,17.0672,1600,900,512
1764871015.4738,17.1015,1600,900,513
1764871015.5069,17.1346,1600,900,514
1764871015.5398,17.1675,1600,900,515
1764871015.5735,17.2012,1600,900,516
1764871015.6071,17.2347,1600,900,517
1764871015.6400,17.2677,1600,900,518
1764871015.6737,17.3014,1600,900,519
1764871015.7076,17.3352,1600,900,520
1764871015.7390,17.3667,1600,900,521
1764871015.7713,17.3989,1600,900,522
1764871015.8077,17.4354,1600,900,523
1764871015.8401,17.4677,1600,900,524
1764871015.8730,17.5007,1600,900,525
1764871015.9071,17.5347,1600,900,526
1764871015.9411,17.5688,1600,900,527
1764871015.9736,17.6013,1600,900,528
1764871016.0078,17.6355,1600,900,529
1764871016.0395,17.6672,1600,900,530
1764871016.0732,17.7008,1600,900,531
1764871016.1074,17.7350,1600,900,532
1764871016.1393,17.7669,1600,900,533
1764871016.1735,17.8012,1600,900,534
1764871016.2076,17.8353,1600,900,535
1764871016.2392,17.8669,1600,900,536
1764871016.2727,17.9004,1600,900,537
1764871016.3076,17.9352,1600,900,538
1764871016.3390,17.9666,1600,900,539
