Muestra_ID,Real,Predicho,Acierto,Confianza
1831,P4,P4,1,0.97
1461,P3,P3,1,0.9433333333333334
1554,P3,P3,1,0.8933333333333333
1977,P5,P5,1,0.7066666666666667
1994,P5,P3,0,0.7333333333333333
1439,P3,P3,1,0.7166666666666667
1973,P5,P4,0,0.6733333333333333
1575,P3,P3,1,0.9133333333333333
817,P2,P2,1,0.9166666666666666
1978,P5,P5,1,0.5033333333333333
1486,P3,P3,1,0.53
1553,P3,P3,1,0.8533333333333334
89,P1,P1,1,0.5266666666666666
1536,P3,P3,1,0.91
890,P2,P2,1,0.7533333333333333
2001,P5,P5,1,0.9633333333333334
1914,P4,P4,1,0.6466666666666666
882,P2,P2,1,0.98
91,P1,P1,1,0.9866666666666667
83,P1,P1,1,0.6566666666666666
1758,P4,P5,0,0.5333333333333333
116,P1,P1,1,0.9333333333333333
828,P2,P2,1,0.9366666666666666
2019,P5,P5,1,0.8033333333333333
1933,P5,P5,1,0.8533333333333334
948,P2,P1,0,0.8366666666666667
1491,P3,P3,1,0.9666666666666667
1783,P4,P4,1,0.87
136,P1,P1,1,0.9766666666666667
1841,P4,P4,1,0.9233333333333333
1583,P3,P3,1,0.8233333333333334
1850,P4,P4,1,0.99
895,P2,P4,0,0.36666666666666664
850,P2,P2,1,0.9866666666666667
1958,P5,P5,1,0.6233333333333333
1852,P4,P4,1,0.7
849,P2,P2,1,0.9166666666666666
1871,P4,P4,1,0.8633333333333333
155,P1,P1,1,0.9466666666666667
1474,P3,P3,1,0.9666666666666667
1944,P5,P5,1,0.5333333333333333
854,P2,P2,1,0.6233333333333333
852,P2,P2,1,0.49333333333333335
1464,P3,P3,1,0.8533333333333334
810,P2,P2,1,0.83
74,P1,P1,1,0.9966666666666667
1937,P5,P5,1,0.7366666666666667
2070,P5,P5,1,0.65
1483,P3,P3,1,0.6766666666666666
1897,P4,P4,1,0.9666666666666667
2018,P5,P5,1,0.71
1803,P4,P4,1,0.8266666666666667
926,P2,P1,0,0.4666666666666667
1465,P3,P3,1,0.94
1920,P5,P5,1,0.9833333333333333
1847,P4,P4,1,0.9166666666666666
911,P2,P2,1,0.8633333333333333
1887,P4,P4,1,0.75
928,P2,P2,1,0.6833333333333333
1800,P4,P4,1,0.8866666666666667
125,P1,P1,1,0.98
899,P2,P4,0,0.5733333333333334
1472,P3,P3,1,0.9833333333333333
825,P2,P2,1,0.83
2066,P5,P5,1,0.9233333333333333
1826,P4,P4,1,0.97
1532,P3,P3,1,0.72
1934,P5,P5,1,0.97
2009,P5,P5,1,0.7566666666666667
88,P1,P1,1,0.57
20,P1,P1,1,0.9333333333333333
1838,P4,P4,1,0.7333333333333333
1530,P3,P3,1,0.95
932,P2,P2,1,0.4633333333333333
72,P1,P1,1,0.92
1913,P4,P4,1,0.98
13,P1,P1,1,0.9
37,P1,P1,1,0.9866666666666667
2058,P5,P5,1,0.7133333333333334
1561,P3,P3,1,0.9833333333333333
1792,P4,P4,1,0.95
1857,P4,P4,1,0.9233333333333333
1467,P3,P3,1,0.87
1872,P4,P4,1,0.8633333333333333
906,P2,P2,1,0.9433333333333334
110,P1,P1,1,0.9933333333333333
1580,P3,P3,1,0.8166666666666667
140,P1,P1,1,0.9133333333333333
1961,P5,P5,1,0.7533333333333333
1858,P4,P4,1,0.89
52,P1,P1,1,0.9666666666666667
1964,P5,P2,0,0.4533333333333333
1966,P5,P5,1,0.9566666666666667
102,P1,P1,1,0.99
1997,P5,P5,1,0.97
1862,P4,P4,1,0.9366666666666666
1765,P4,P4,1,0.9733333333333334
1917,P4,P4,1,0.7533333333333333
2030,P5,P5,1,0.9066666666666666
1503,P3,P3,1,0.7166666666666667
1832,P4,P4,1,0.8933333333333333
1786,P4,P4,1,0.8933333333333333
1455,P3,P3,1,0.9033333333333333
914,P2,P2,1,0.9633333333333334
2047,P5,P5,1,0.96
940,P2,P2,1,0.6533333333333333
1881,P4,P4,1,0.95
1462,P3,P3,1,0.8166666666666667
1498,P3,P3,1,0.74
147,P1,P1,1,0.8166666666666667
1565,P3,P2,0,0.5033333333333333
935,P2,P2,1,0.55
59,P1,P1,1,1.0
1584,P3,P3,1,0.8933333333333333
927,P2,P2,1,0.85
1950,P5,P5,1,0.96
1764,P4,P4,1,0.9833333333333333
1892,P4,P4,1,0.76
3,P1,P1,1,0.59
8,P1,P1,1,0.8666666666666667
157,P1,P1,1,0.9633333333333334
1925,P5,P5,1,0.79
14,P1,P1,1,0.9633333333333334
1577,P3,P3,1,0.86
1915,P4,P4,1,0.79
800,P2,P4,0,0.56
1597,P3,P3,1,0.85
2039,P5,P5,1,0.7
873,P2,P2,1,0.8933333333333333
1975,P5,P5,1,0.62
1981,P5,P5,1,0.96
1980,P5,P5,1,0.66
1504,P3,P3,1,0.7066666666666667
801,P2,P1,0,0.79
1815,P4,P4,1,0.9
148,P1,P1,1,0.8833333333333333
947,P2,P2,1,0.36333333333333334
901,P2,P2,1,0.66
879,P2,P2,1,0.5233333333333333
1931,P5,P5,1,0.38
71,P1,P1,1,0.9866666666666667
885,P2,P2,1,0.4866666666666667
949,P2,P1,0,0.9233333333333333
894,P2,P2,1,0.88
17,P1,P1,1,0.9833333333333333
1895,P4,P4,1,0.9733333333333334
920,P2,P2,1,0.9233333333333333
1853,P4,P4,1,0.7433333333333333
121,P1,P1,1,0.62
1543,P3,P3,1,0.7433333333333333
143,P1,P1,1,0.9766666666666667
113,P1,P1,1,0.6633333333333333
1588,P3,P3,1,0.8533333333333334
1596,P3,P3,1,0.86
2073,P5,P5,1,0.75
1885,P4,P4,1,0.7766666666666666
1824,P4,P4,1,0.8933333333333333
1551,P3,P3,1,0.81
2035,P5,P5,1,0.7566666666666667
1454,P3,P3,1,0.97
153,P1,P1,1,0.7466666666666667
103,P1,P1,1,0.9866666666666667
50,P1,P1,1,0.5466666666666666
87,P1,P1,1,0.8233333333333334
1460,P3,P3,1,0.9966666666666667
1822,P4,P4,1,0.8266666666666667
938,P2,P2,1,0.93
1991,P5,P5,1,0.45
